0 info it worked if it ends with ok
1 verbose cli [ 'nodejs', '/usr/bin/npm', 'update', '-g', 'yeoman' ]
2 info using npm@1.1.65
3 info using node@v0.8.14
205 verbose read json /usr/lib/node_modules/generator-angular/node_modules/yeoman-generator/node_modules/rimraf/package.json
206 verbose read json /usr/lib/node_modules/generator-angular/node_modules/yeoman-generator/node_modules/lodash/package.json
207 verbose read json /usr/lib/node_modules/generator-angular/node_modules/yeoman-generator/node_modules/dargs/package.json
208 verbose read json /usr/lib/node_modules/generator-angular/node_modules/yeoman-generator/node_modules/mkdirp/package.json
209 verbose read json /usr/lib/node_modules/generator-angular/node_modules/yeoman-generator/node_modules/inquirer/package.json
210 verbose read json /usr/lib/node_modules/generator-angular/node_modules/yeoman-generator/node_modules/mime/package.json
211 verbose read json /usr/lib/node_modules/generator-angular/node_modules/yeoman-generator/node_modules/cli-table/package.json
212 verbose read json /usr/lib/node_modules/generator-angular/node_modules/yeoman-generator/node_modules/.bin/package.json
213 verbose read json /usr/lib/node_modules/generator-angular/node_modules/yeoman-generator/node_modules/cheerio/package.json
214 verbose read json /usr/lib/node_modules/generator-angular/node_modules/yeoman-generator/node_modules/diff/package.json
215 verbose read json /usr/lib/node_modules/generator-angular/node_modules/yeoman-generator/node_modules/glob/package.json
216 verbose read json /usr/lib/node_modules/generator-angular/node_modules/yeoman-generator/node_modules/underscore.string/package.json
217 verbose read json /usr/lib/node_modules/generator-angular/node_modules/yeoman-generator/node_modules/isbinaryfile/package.json
218 verbose read json /usr/lib/node_modules/generator-angular/node_modules/yeoman-generator/node_modules/async/package.json
219 verbose read json /usr/lib/node_modules/generator-angular/node_modules/yeoman-generator/node_modules/shelljs/package.json
220 verbose read json /usr/lib/node_modules/generator-angular/node_modules/yeoman-generator/node_modules/iconv-lite/package.json
221 verbose read json /usr/lib/node_modules/generator-angular/node_modules/yeoman-generator/node_modules/debug/package.json
222 verbose read json /usr/lib/node_modules/generator-angular/node_modules/yeoman-generator/node_modules/request/package.json
223 verbose from cache /usr/lib/node_modules/xml2js/node_modules/sax/package.json
224 verbose read json /usr/lib/node_modules/bower/node_modules/fstream/node_modules/rimraf/package.json
225 verbose read json /usr/lib/node_modules/bower/node_modules/fstream/node_modules/mkdirp/package.json
226 verbose from cache /usr/lib/node_modules/bower/node_modules/fstream/node_modules/graceful-fs/package.json
227 verbose from cache /usr/lib/node_modules/bower/node_modules/fstream/node_modules/inherits/package.json
228 verbose from cache /usr/lib/node_modules/bower/node_modules/glob/node_modules/minimatch/package.json
229 verbose from cache /usr/lib/node_modules/bower/node_modules/glob/node_modules/graceful-fs/package.json
230 verbose from cache /usr/lib/node_modules/bower/node_modules/glob/node_modules/inherits/package.json
231 verbose from cache /usr/lib/node_modules/bower/node_modules/promptly/node_modules/read/package.json
232 verbose from cache /usr/lib/node_modules/bower/node_modules/rc/node_modules/optimist/package.json
233 verbose from cache /usr/lib/node_modules/bower/node_modules/rc/node_modules/deep-extend/package.json
234 verbose from cache /usr/lib/node_modules/bower/node_modules/rc/node_modules/ini/package.json
235 verbose read json /usr/lib/node_modules/bower/node_modules/read-package-json/node_modules/glob/package.json
236 verbose from cache /usr/lib/node_modules/bower/node_modules/read-package-json/node_modules/lru-cache/package.json
237 verbose from cache /usr/lib/node_modules/bower/node_modules/read-package-json/node_modules/semver/package.json
238 verbose from cache /usr/lib/node_modules/bower/node_modules/read-package-json/node_modules/slide/package.json
239 verbose from cache /usr/lib/node_modules/bower/node_modules/read-package-json/node_modules/npmlog/package.json
240 verbose from cache /usr/lib/node_modules/bower/node_modules/read-package-json/node_modules/graceful-fs/package.json
241 verbose from cache /usr/lib/node_modules/bower/node_modules/rimraf/node_modules/graceful-fs/package.json
242 verbose from cache /usr/lib/node_modules/bower/node_modules/tar/node_modules/inherits/package.json
243 verbose from cache /usr/lib/node_modules/bower/node_modules/tar/node_modules/block-stream/package.json
244 verbose read json /usr/lib/node_modules/bower/node_modules/tar/node_modules/fstream/package.json
245 verbose read json /usr/lib/node_modules/bower/node_modules/unzip/node_modules/fstream/package.json
246 verbose from cache /usr/lib/node_modules/bower/node_modules/unzip/node_modules/pullstream/package.json
247 verbose from cache /usr/lib/node_modules/bower/node_modules/unzip/node_modules/binary/package.json
248 verbose from cache /usr/lib/node_modules/bower/node_modules/unzip/node_modules/readable-stream/package.json
249 verbose from cache /usr/lib/node_modules/bower/node_modules/unzip/node_modules/setimmediate/package.json
250 verbose from cache /usr/lib/node_modules/bower/node_modules/unzip/node_modules/match-stream/package.json
251 verbose read json /usr/lib/node_modules/bower/node_modules/update-notifier/node_modules/colors/package.json
252 verbose from cache /usr/lib/node_modules/bower/node_modules/update-notifier/node_modules/request/package.json
253 verbose from cache /usr/lib/node_modules/bower/node_modules/update-notifier/node_modules/configstore/package.json
254 verbose from cache /usr/lib/node_modules/bower/node_modules/update-notifier/node_modules/semver/package.json
255 verbose from cache /usr/lib/node_modules/yo/node_modules/yeoman-generator/node_modules/cheerio/package.json
256 verbose from cache /usr/lib/node_modules/yo/node_modules/yeoman-generator/node_modules/request/package.json
257 verbose from cache /usr/lib/node_modules/yo/node_modules/yeoman-generator/node_modules/rimraf/package.json
258 verbose from cache /usr/lib/node_modules/yo/node_modules/yeoman-generator/node_modules/tar/package.json
259 verbose from cache /usr/lib/node_modules/yo/node_modules/yeoman-generator/node_modules/diff/package.json
260 verbose from cache /usr/lib/node_modules/yo/node_modules/yeoman-generator/node_modules/mime/package.json
261 verbose from cache /usr/lib/node_modules/yo/node_modules/yeoman-generator/node_modules/underscore.string/package.json
262 verbose from cache /usr/lib/node_modules/yo/node_modules/yeoman-generator/node_modules/lodash/package.json
263 verbose from cache /usr/lib/node_modules/yo/node_modules/yeoman-generator/node_modules/mkdirp/package.json
264 verbose from cache /usr/lib/node_modules/yo/node_modules/yeoman-generator/node_modules/glob/package.json
265 verbose read json /usr/lib/node_modules/yo/node_modules/yeoman-generator/node_modules/nopt/package.json
266 verbose from cache /usr/lib/node_modules/yo/node_modules/yeoman-generator/node_modules/cli-table/package.json
267 verbose from cache /usr/lib/node_modules/yo/node_modules/yeoman-generator/node_modules/debug/package.json
268 verbose from cache /usr/lib/node_modules/yo/node_modules/yeoman-generator/node_modules/isbinaryfile/package.json
269 verbose from cache /usr/lib/node_modules/yo/node_modules/yeoman-generator/node_modules/dargs/package.json
270 verbose read json /usr/lib/node_modules/yo/node_modules/yeoman-generator/node_modules/async/package.json
271 verbose from cache /usr/lib/node_modules/yo/node_modules/yeoman-generator/node_modules/inquirer/package.json
272 verbose from cache /usr/lib/node_modules/yo/node_modules/yeoman-generator/node_modules/iconv-lite/package.json
273 verbose from cache /usr/lib/node_modules/yo/node_modules/yeoman-generator/node_modules/shelljs/package.json
274 verbose from cache /usr/lib/node_modules/yo/node_modules/nopt/node_modules/abbrev/package.json
275 verbose read json /usr/lib/node_modules/yo/node_modules/update-notifier/node_modules/colors/package.json
276 verbose from cache /usr/lib/node_modules/yo/node_modules/update-notifier/node_modules/request/package.json
277 verbose from cache /usr/lib/node_modules/yo/node_modules/update-notifier/node_modules/configstore/package.json
278 verbose from cache /usr/lib/node_modules/yo/node_modules/update-notifier/node_modules/semver/package.json
279 verbose read json /usr/lib/node_modules/yo/node_modules/insight/node_modules/colors/package.json
280 verbose from cache /usr/lib/node_modules/yo/node_modules/insight/node_modules/request/package.json
281 verbose from cache /usr/lib/node_modules/yo/node_modules/insight/node_modules/configstore/package.json
282 verbose from cache /usr/lib/node_modules/yo/node_modules/insight/node_modules/async/package.json
283 verbose from cache /usr/lib/node_modules/yo/node_modules/insight/node_modules/lodash/package.json
284 verbose from cache /usr/lib/node_modules/yo/node_modules/insight/node_modules/inquirer/package.json
285 verbose from cache /usr/lib/node_modules/generator-webapp/node_modules/yeoman-generator/node_modules/cheerio/package.json
286 verbose from cache /usr/lib/node_modules/generator-webapp/node_modules/yeoman-generator/node_modules/request/package.json
287 verbose from cache /usr/lib/node_modules/generator-webapp/node_modules/yeoman-generator/node_modules/rimraf/package.json
288 verbose from cache /usr/lib/node_modules/generator-webapp/node_modules/yeoman-generator/node_modules/tar/package.json
289 verbose from cache /usr/lib/node_modules/generator-webapp/node_modules/yeoman-generator/node_modules/diff/package.json
290 verbose from cache /usr/lib/node_modules/generator-webapp/node_modules/yeoman-generator/node_modules/mime/package.json
291 verbose from cache /usr/lib/node_modules/generator-webapp/node_modules/yeoman-generator/node_modules/underscore.string/package.json
292 verbose from cache /usr/lib/node_modules/generator-webapp/node_modules/yeoman-generator/node_modules/lodash/package.json
293 verbose from cache /usr/lib/node_modules/generator-webapp/node_modules/yeoman-generator/node_modules/mkdirp/package.json
294 verbose from cache /usr/lib/node_modules/generator-webapp/node_modules/yeoman-generator/node_modules/glob/package.json
295 verbose from cache /usr/lib/node_modules/generator-webapp/node_modules/yeoman-generator/node_modules/nopt/package.json
296 verbose from cache /usr/lib/node_modules/generator-webapp/node_modules/yeoman-generator/node_modules/cli-table/package.json
297 verbose from cache /usr/lib/node_modules/generator-webapp/node_modules/yeoman-generator/node_modules/debug/package.json
298 verbose from cache /usr/lib/node_modules/generator-webapp/node_modules/yeoman-generator/node_modules/isbinaryfile/package.json
299 verbose from cache /usr/lib/node_modules/generator-webapp/node_modules/yeoman-generator/node_modules/dargs/package.json
300 verbose from cache /usr/lib/node_modules/generator-webapp/node_modules/yeoman-generator/node_modules/async/package.json
301 verbose from cache /usr/lib/node_modules/generator-webapp/node_modules/yeoman-generator/node_modules/inquirer/package.json
302 verbose from cache /usr/lib/node_modules/generator-webapp/node_modules/yeoman-generator/node_modules/iconv-lite/package.json
303 verbose from cache /usr/lib/node_modules/generator-webapp/node_modules/yeoman-generator/node_modules/shelljs/package.json
304 verbose from cache /usr/lib/node_modules/generator-webapp/node_modules/cheerio/node_modules/cheerio-select/package.json
305 verbose from cache /usr/lib/node_modules/generator-webapp/node_modules/cheerio/node_modules/htmlparser2/package.json
306 verbose from cache /usr/lib/node_modules/generator-webapp/node_modules/cheerio/node_modules/underscore/package.json
307 verbose from cache /usr/lib/node_modules/generator-webapp/node_modules/cheerio/node_modules/entities/package.json
308 verbose from cache /usr/lib/node_modules/grunt-cli/node_modules/nopt/node_modules/abbrev/package.json
309 verbose from cache /usr/lib/node_modules/grunt-cli/node_modules/findup-sync/node_modules/glob/package.json
310 verbose from cache /usr/lib/node_modules/grunt-cli/node_modules/findup-sync/node_modules/lodash/package.json
311 verbose from cache /usr/lib/node_modules/generator-angular/node_modules/yeoman-generator/node_modules/cheerio/package.json
312 verbose from cache /usr/lib/node_modules/generator-angular/node_modules/yeoman-generator/node_modules/request/package.json
313 verbose from cache /usr/lib/node_modules/generator-angular/node_modules/yeoman-generator/node_modules/rimraf/package.json
314 verbose from cache /usr/lib/node_modules/generator-angular/node_modules/yeoman-generator/node_modules/tar/package.json
315 verbose from cache /usr/lib/node_modules/generator-angular/node_modules/yeoman-generator/node_modules/diff/package.json
316 verbose from cache /usr/lib/node_modules/generator-angular/node_modules/yeoman-generator/node_modules/mime/package.json
317 verbose from cache /usr/lib/node_modules/generator-angular/node_modules/yeoman-generator/node_modules/underscore.string/package.json
318 verbose from cache /usr/lib/node_modules/generator-angular/node_modules/yeoman-generator/node_modules/lodash/package.json
319 verbose from cache /usr/lib/node_modules/generator-angular/node_modules/yeoman-generator/node_modules/mkdirp/package.json
320 verbose from cache /usr/lib/node_modules/generator-angular/node_modules/yeoman-generator/node_modules/glob/package.json
321 verbose from cache /usr/lib/node_modules/generator-angular/node_modules/yeoman-generator/node_modules/nopt/package.json
